airline_sentiment,text
0,usairways americanair u aa flight arrived dca waiting gate apx hr update
0,usairways agent reservation contact instead asking waste time sitting phone hour
0,usairways believe keeping customer happy especially mistake made part
1,usairways would love combine aa usair accts unfortunately one middle name amp one middle initial allow change
0,usairways rep min said help transferred dividend mile customer service
2,usairways right amp away
0,usairways customer service stink trying book flight hour keep getting hung usairwayssucks
1,usairways please please please let plane back gate get miss connection due clt closing
0,usairways flight sitting tarmac dca waiting gate use another gate
0,usairways hope flight delayed flight attendant come work nobackup
0,usairways made u miss flight first class even enter admiral club happy dm fix
0,usairways please dm flight delayed going clt force miss connection lga pm
0,usairways hold hour know keep money
0,usairways charging change flight rip reason hand amp want reschedule flight july
0,usairways flight leaving even begun board yet please update website asap
0,usairways jack kairys another sent wrong line oh kiosk working thanks
0,usairways also employee le helpful jack kairys checking bag two left desk completely
0,usairways phone number gate gave work either customer service phone number
1,usairways done
0,usairways jack kairys site clearly explains allowed carry allowed pit bos make sense
0,usairways never life dealt poor customer service irresponsible staff lack care lga iah day baggage nc
0,usairways thks tip seems like workaround rather customer friendly solution easily accessible email
1,usairways unfortunately think watched take bus rebooked late flightr flight planestrainsandautomobiles
1,usairways supposed flight charlotte rdu pm yesterday flight scheduled departure tonight
2,usairways thank much stressful day
0,usairways future better harsh weather preparedness plan much staff called everything snowballed
0,usairways could wanted call use internet make reservation site work chrome several computer
1,usairways darn first line upgrade wish understood policy http co xgpaayfdwt
0,usairways waiting luggage flight delay
0,usairways please update website current flight status update customer service phone google thx
0,usairways flight booking problem flight using credit previously cancelled flightled flight get thru phone book online help please
2,usairways absolutely staff amazing
0,usairways horrendous pull shit together
2,usairways haha indeed great day
0,usairways want money back sitting runway hour delay waiting baggage begin loading
0,usairways gate agent gonna tell flight time minute past departure time previous flight plane
0,usairways aforementioned pilot americanair sure want merge patron hitting hoodlum http co c cefa pl
1,usairways flight left phone plane shuttle
2,usairways thank tried said anywhere else try
0,usairways americanair best u could might get refund within billing cycle month u guy asking another chance done
0,usairways americanair day cancelled flightations driven airport different state spent gas flight
0,usairways whole team able put carry ons plane
2,usairways customer service finest
0,usairways speciifc email character limit complaint aa u customer complaint adopting twitter model
1,usairways please hold see get first plane quick enough
0,usairways please hog next flight waiting bus get one plane run leaf two min
2,usairways fabulous thank much looking forward taking sky
0,usairways r rebooked got conflicting info abt baggage extra plane battery hand comped admiral club hr wait
0,usairways tell tell actually reach someone mind put hold even
0,usairways missed funeral take train back newark
1,usairways baggage allowance flight glasgow u thanks
0,usairways americanair joke company today reminded never book
2,usairways exceptional service flight ind phx
0,usairways nice take flight level consistency service flight attendant quality control
0,usairways travelling pwm atl sunday flight got cancelled flightled new flight cancelled flightled got disconnected reflight booking problem
0,usairways believe seriousness acceptable time expense name fault
0,usairways cust serv rep unable change reservation system check unaware cancelled flight got word night
1,usairways way could hold flight clt husband stuck security check line flight scheduled pm
0,usairways issue people r nice storm email wrong phone number auto rebooked flight non connecting city
0,usairways missing reservation due cancelled flightled flight make right giving first class tomorrow make customer happy
0,usairways consolation bag somewhere else real impediment going different vacation
0,usairways tip getting hotel airline get u even though told make flight
1,usairways left son duke hat flight last night say mason back way locating thanks advance
1,usairways known traveler transfer americanair check aa elite get choice seat
0,usairways booked flight yesterday didnt receive email confirmation dividend number registering please help
2,usairways crew keeping safety top mind clt http co yosjhzmc
0,usairways amp seat together fee seems taking flight least wave
1,usairways im researching flight amp noticed small issue w class service site amp site could reservation help
0,usairways need someone management contact flying funeral make add pain want pay
0,usairways contaced eyewitness news ripoff cancelled flighted want pay
1,usairways change without penalty call customer service
0,usairways call say busy call back late flightr terrible customer service
0,usairways charged flight cancelled flightled unbelievable unheard
0,usairways completely ripped u airway today never fly airline contacting local news
0,usairways believe would refer number one seems getting really need help asap
0,usairways hundred people line le half desk manned clt help
0,usairways contact email customer complaint
0,usairways probably going miss connection charlotte drive home funeral
0,usairways flight jfk charlotte charlotte birmingham previous flight hsv cancelled flightled
0,usairways still cricket customer service
1,usairways flight fro orf phl
0,usairways excuse poor website flight booking problem option yearly vacation fall ubetter smth
0,usairways phone line disconnect queue answered phone line simply disconnect call
0,usairways want bump seet first class two cancelled flightlations hr joke
0,usairways arrive plane sitting need take wish someone would tell u holdup
0,usairways dating back nov sent back forth edreams en disgrace
2,usairways hoping voucher future flight optimistic
0,usairways even leave airport sent bag philadelphia
0,usairways thanks info trying hr luck flight dep today need change tomorrow thursday
0,usairways tried twice today hold min time thing live hold dealing w customer serv failure
0,usairways warm weather hub mean mexico u go anywhere else since lost bag hope attempt rectify
0,usairways kidding oy
2,usairways thanks
0,usairways thank blowing vacation get anywhere today make reservation also lost bag mine
0,usairways trying talk dividend mile rep day holding hour day option
0,usairways still say time website btw
0,usairways customer service horrible
0,usairways expect something telling see agent rebook flight
0,usairways ability switch flight americanair cannot tell bag
0,usairways disaster sitting runway bring plane back gate smh
0,usairways line service desk hr spot
1,usairways website board logan said time went security got gate
0,usairways got flight bos charlotte found cancelled flightled got gate
2,usairways please give tara g pat back praise helpful phl member lounge
2,usairways thanks hope get destination
0,usairways well got email flight delayed thats right
0,usairways soon possible boarded plane st time still started
0,usairways chairman phone number use
0,usairways americanair make spirit look like gem air travel handle winter storm well
2,usairways thanks reply hoping everything cleared charlotte monday
0,usairways take month
0,yes filed report atlanta bag charlotte nc hour late flightr still find luggage usairways
0,usairways supposed carry pittsburgh coming boston carry
1,usairways need contact asap furious
0,usairways even get hold wait speak someone awesome
0,usairways almost hour coin understand higher call volume unacceptable
0,usairways cancelled flighted sm response slow
0,usairways flight cancelled flightled twice minute automated question phone go busy signal help
0,usairways great job today ruining people vacation thanks incompetent pilot staff missed flight
0,usairways service awful boston pay extra dollar supposed dissatisfied mad
0,usairways pm flight fll phl connection man however delay might miss go earlier
0,usairways hold gold reservation line hour flight cancelled flightled trying rebook
0,usairways choice pay another go airport hope treated better rep
0,usairways reservation hold hour hang smh
0,usairways americanair r u supposed change flight u get thru reservation onehouronhold
1,usairways u looking today
0,americanair would even consider continuing point program received perk continued bad customer service senseless
1,americanair already made arrangement
0,americanair thanks getting back find airline future
0,americanair would pay reactivate point useful certain flight even worth
0,americanair stranded hour mia patrick casimir aa staff apologize great inconvenience unreal
0,americanair thanks said denied mile expired one week ago last drop plan avoid aa possible
0,americanair sorry late flight responded dm
2,americanair believe understand flight originally booked sunday flight cancelled flighted rescheduled today
0,americanair aa employee rude unwilling help mile rotten cherry top dog shit sunday nocareforcustomers
0,americanair mold flight u filthyplane hopeidonotgetsick http co zik uoxgnw
1,americanair second touchdown madrid airport april avgeek http co ywxrfn gr
0,americanair slept miami airport due mechanical issue given bonus mile try make right slapintheface
1,americanair new time confirmed may get cancelled flightled traveling kid need certain thx
0,americanair hr min cost flight change hr ago b f drop call cancelled flighted flight asked refund
0,americanair frustrating paid get refund
2,americanair thank
0,americanair sure hope fix usairways good luck service suck nexttimeiwillflysouthwest
0,americanair thanks fresh food cross country flight making connection close time eat tpa dfw lax
1,americanair flight got cancelled flightled grk dfw lex tomorrow need rebooked
1,americanair sort live chat feature uk right call would cost u alot
0,americanair plane made miss connection day thanks nothing
0,americanair purchased main cabin xt f au flight cancelled flightled rescheduled regular seat credit
1,americanair disappointed flight booking problem process add l fee sit together crowded flight impressed far
2,americanair thanks
0,americanair thx responding cant watch min film w cutting prolonged prds time beyond frustrating
1,americanair
0,americanair connect person without wait hour hold still able resolve problem
0,americanair r u serious min delay americanairlines aa ohio dallas missed connecting flight http co dnmsblzumr
0,americanair jumping gun cancelled flighting flight could made snow cancelled flightlations ridiculous
2,americanair might look wife travel much could use membership
1,americanair thank
1,americanair happens combine top chef amp beauty san miguel de allende late flightst food blog http co rdrcre
2,americanair great thanks followed
2,americanair exactly ill flying aa dulles airport dallas airline trust
0,americanair address issue hold min speak agent
2,americanair got another flight thanks
1,americanair u r horrible went online cancelled flight flight button called c amp wait time min amp put called amp hungupnohelp
0,americanair submitted case aa customer relation two week ago word ever since whats point even cr
0,americanair near gate mean sitting plane almost hour yeah
2,americanair think help based behavior voucher cot seem like enough lol
0,americanair still waiting flight get money back
0,americanair cancelled flighted flight really need much trouble
0,americanair andrew wasila sorry uncomfortable andrew sma
1,americanair hi please ticket award ticket status request thanks
2,americanair got back eventually rollercoaster got airport amp got speak someone thing got fixed quick
0,americanair extra hour travel time missed vacation time guy messing professional life
0,americanair checked app since yesterday confirmed upgrade amp carry got counter amp manager upgraded somebody else seat
0,americanair trying desperately get boyfriend booked u airway flight price help
2,americanair yes yes yes glad headed home
0,americanair worry sending letter expect compensation fly twice week w guy
2,americanair thanks
2,americanair thanks keep updated hope make either connection killeen tx
0,americanair hold w customer service line minute phone agent min b f call droped
0,americanair tried book rwrd told couldnt bought tix usair aa choice bother aadv svc
1,americanair know suicide second leading cause death among teen
0,americanair narrowly made standby lot snag trip
1,americanair pbpinftworth iphone gb plus
0,americanair ordered always hour flight delayed hour worse ever forgot meal
2,americanair thanks much
2,americanair robertdwyer aa doesnt charge fee change award ticket long origin destination amp award type remains
0,americanair need flight tonight anything else
2,americanair thank confirmation
0,americanair spent choppiest feed whiplash ever americanairlinesfail iwantmymoneyback
1,americanair ok call likely tmrw uk time question process getting change charge reversed due bereavement
0,americanair please find bag singapore three day already without bag last known destination lax tag please help
0,americanair inconvenient convenient word
0,americanair response could made difference could made situation better trust get lost like bag
0,americanair delayed way puerto rico delayed way back new york disgraceful
0,americanair ok may keep lose bag info longer trust bad way handle
0,americanair come want go home miss another day work stuckinmemphis texasisclosed
1,americanair photo http co vmquurzupw
0,americanair guy killing http co ipgeicsm
2,americanair aww cool nice know still head one faves
1,americanair status flight sju
1,americanair would love dm twitter app say following
0,americanair offered perk usairways asked told thenewamerican
0,americanair good care customer anything happen take delta getting back nyc screw americanair
0,americanair cost dollar flight cancelled flightled even give food comp fly jetblue delta take
0,americanair say dumb thing beat around bush flight cancelled flightled prepared compassion
1,americanair yes io running io
0,americanair worst company ever please fly repeat please fly credit delayed
2,americanair continues win never missed flight nice little quiet gate change made possible sheesh
1,americanair keeping aa air crew chief cousin alex espinosa dfw http co hxlnvzknp
0,americanair lost cat missed flight kept crated hr would hr trip never touch pet
0,americanair worry steal money
0,americanair continually getting put hold painfully inexperienced people calling platinum desk
0,americanair pretty lame response two paged single spaced letter http co acebo elpa
0,americanair happens u matter response matter way drop ball aa
0,americanair looking help usairways award travel booked wife two boy seat assigned
1,americanair clarkey done truck biggie
0,americanair itunesmusic put bad mood angry since spagnuolo coached ram
0,americanair cancelled flighted flight left help find hotel stay slept airport night
0,americanair flight vega dfw cancelled flightled sunday monday whammie today
2,americanair airport snow removal method keep good work folk cessna become http co oumc lrxdn
1,americanair bird could fly south america example argentina
0,americanair flight jacksonville fl dallas showing cancelled flightled going rebooked another flight
2,americanair great thanks
2,americanair awesome thanks
0,americanair flight dallas jacksonville fl cancelled flightled one notified going
0,americanair extremely upset baggage handler decide go luggage take belonging
0,americanair flight delayed hour gf meal despite early request attendant seat fell leg badservice
0,americanair always rely fly usair american employee rude unhappy
0,americanair robocalls another cancelled flightation accept change let connect agent wow
0,americanair said aa provide flight wifi route china based federal law united
0,americanair right two hour late flight seems due poor communication sounded like annoying plane staff
0,americanair sure happened usairways status merger took place
1,americanair like apologize gate agent flight aa aware zone nine precious gem
1,americanair key point confusion whether make change even though initial flight booking problem u airway metal
1,americanair origin destination date going u airway connecting flight aa direct flight award saver level
1,americanair old fly ord pvg get upgraded
1,americanair know little cold weather humor
2,americanair none lax flight dfw cancelled flightled landing fine completely arbitrary
0,americanair really answer question maybe provide detail give clarification
0,americanair delayed bag friend lisa pafe got bag day costa rica issue update system
1,americanair thanks
2,americanair aww thanks aa dfw gma understand btw airline im able trv love guy
2,americanair awesome photo thanks sharing
2,americanair new plane gogo easy power laptop iphone missing good boat style swivel cup holder dietcoke happyflier
0,americanair rampers gate b dfw waiting marshaled
0,americanair cancelled flight flight way rebook website app wait minute hold fail cc delta
1,americanair thought plane retired md
2,got phone americanair customer service minute get issue resoled guy awesome
1,americanair kax premium hoping flight better food tv know work service tnx
2,americanair beantownmatty sound like date
0,americanair frustrated usairways attitude toward execplat member thenewamerican
0,americanair another day another grievance airline customer service
0,americanair misunderstood usairways would day flight change gate agent said
1,americanair flight way
0,americanair car accident way airport missed flight rno dca trying resched line hr wait
1,americanair thanks much
2,americanair hope enjoy winterweather brought warm coat glove maria yup new beanie http co aneqxzr bp
0,americanair lpalumbo weather sun
0,americanair fail flight rdu sitting waiting flight attendant logistics good
0,americanair idea wait time refund usairways told day phone well past
2,americanair happy purchase upgrade avail next flight
0,americanair going reported police due sexual assult sad care
0,americanair th flight rebooked cancelled flighted woo hoo going make laguardiaair
1,americanair flight dfw lit way pdx tomorrow cancelled flighted help
0,americanair issue lack consideration announcement made late flight gate agent hour
0,americanair understand flight day going twice extra med diaper baby
1,americanair sure running version
0,americanair could train flight attendant manner decency
2,americanair dfwairport together best part flying
0,americanair last year flight delayed cancelled flightled done
0,americanair fyi call stilling getting dropped hour continuous dialing attempted cancelled flight online able help
0,americanair get guy respond tweet dm really sad feeling ignored
0,americanair souljacoy aa going fix utterly embarrassing customer service even answer dang phone
0,americanair number even let wait next customer rep frustrating talk human
0,americanair want speak human obscene request
0,americanair response dm email yet customer service
0,americanair reconsider usairways acquisition flight aa gold flyer insulted attendant hanging jacket
2,americanair thank
0,americanair need work harder disconnect intention reality passenger face
0,americanair long take get credit aa account traveled jan amp one leg reported asked credit response
2,americanair hopefully see bad one opportunity get better dwell good one encouragement word
0,americanair okay think waited long enough gate dfw
0,deltaassist minute waiting silver elite line someone pick help
0,deltaassist say character plus follow
0,americanair would even consider continuing point program received perk continued bad customer service senseless
1,americanair already made arrangement
0,americanair thanks getting back find airline future
0,americanair would pay reactivate point useful certain flight even worth
0,americanair stranded hour mia patrick casimir aa staff apologize great inconvenience unreal
0,americanair thanks said denied mile expired one week ago last drop plan avoid aa possible
0,americanair sorry late flight responded dm
0,americanair believe understand flight originally booked sunday flight cancelled flighted rescheduled today
0,americanair aa employee rude unwilling help mile rotten cherry top dog shit sunday nocareforcustomers
0,americanair mold flight u filthyplane hopeidonotgetsick http co zik uoxgnw
1,americanair second touchdown madrid airport april avgeek http co ywxrfn gr
0,americanair slept miami airport due mechanical issue given bonus mile try make right slapintheface
1,americanair new time confirmed may get cancelled flightled traveling kid need certain thx
0,americanair hr min cost flight change hr ago b f drop call cancelled flighted flight asked refund
0,americanair frustrating paid get refund
1,americanair dm locator code thanks
2,americanair thank
0,americanair sure hope fix usairways good luck service suck nexttimeiwillflysouthwest
0,americanair thanks fresh food cross country flight making connection close time eat tpa dfw lax
1,americanair flight got cancelled flightled grk dfw lex tomorrow need rebooked
1,americanair sort live chat feature uk right call would cost u alot
0,americanair plane made miss connection day thanks nothing
0,americanair purchased main cabin xt f au flight cancelled flightled rescheduled regular seat credit
1,americanair disappointed flight booking problem process add l fee sit together crowded flight impressed far
2,americanair thanks
0,americanair thx responding cant watch min film w cutting prolonged prds time beyond frustrating
1,americanair
0,americanair connect person without wait hour hold still able resolve problem
0,americanair r u serious min delay americanairlines aa ohio dallas missed connecting flight http co dnmsblzumr
0,americanair jumping gun cancelled flighting flight could made snow cancelled flightlations ridiculous
1,americanair might look wife travel much could use membership
2,americanair thank
1,americanair happens combine top chef amp beauty san miguel de allende late flightst food blog http co rdrcre
2,americanair great thanks followed
2,americanair exactly ill flying aa dulles airport dallas airline trust
0,americanair address issue hold min speak agent
2,americanair got another flight thanks
1,americanair u r horrible went online cancelled flight flight button called c amp wait time min amp put called amp hungupnohelp
0,americanair submitted case aa customer relation two week ago word ever since whats point even cr
0,americanair near gate mean sitting plane almost hour yeah
1,americanair think help based behavior voucher cot seem like enough lol
0,americanair still waiting flight get money back
0,americanair cancelled flighted flight really need much trouble
0,americanair andrew wasila sorry uncomfortable andrew sma
2,americanair got back eventually rollercoaster got airport amp got speak someone thing got fixed quick
0,americanair extra hour travel time missed vacation time guy messing professional life
0,americanair checked app since yesterday confirmed upgrade amp carry got counter amp manager upgraded somebody else seat
1,americanair trying desperately get boyfriend booked u airway flight price help
2,americanair yes yes yes glad headed home
0,americanair worry sending letter expect compensation fly twice week w guy
2,americanair thanks
2,americanair thanks keep updated hope make either connection killeen tx
0,americanair hold w customer service line minute phone agent min b f call droped
0,americanair tried book rwrd told couldnt bought tix usair aa choice bother aadv svc
1,americanair know suicide second leading cause death among teen
0,americanair narrowly made standby lot snag trip
1,americanair pbpinftworth iphone gb plus
0,americanair ordered always hour flight delayed hour worse ever forgot meal
2,americanair thanks much
1,americanair robertdwyer aa doesnt charge fee change award ticket long origin destination amp award type remains
0,americanair need flight tonight anything else
2,americanair thank confirmation
0,americanair spent choppiest feed whiplash ever americanairlinesfail iwantmymoneyback
1,americanair ok call likely tmrw uk time question process getting change charge reversed due bereavement
0,americanair please find bag singapore three day already without bag last known destination lax tag please help
0,americanair inconvenient convenient word
0,americanair response could made difference could made situation better trust get lost like bag
0,americanair delayed way puerto rico delayed way back new york disgraceful
0,americanair ok may keep lose bag info longer trust bad way handle
0,americanair come want go home miss another day work stuckinmemphis texasisclosed
1,americanair photo http co vmquurzupw
0,americanair guy killing http co ipgeicsm
2,americanair aww cool nice know still head one faves
1,americanair status flight sju
0,americanair would love dm twitter app say following
0,americanair offered perk usairways asked told thenewamerican
0,americanair good care customer anything happen take delta getting back nyc screw americanair
0,americanair cost dollar flight cancelled flightled even give food comp fly jetblue delta take
0,americanair say dumb thing beat around bush flight cancelled flightled prepared compassion
1,americanair yes io running io
0,americanair worst company ever please fly repeat please fly credit delayed
0,americanair continues win never missed flight nice little quiet gate change made possible sheesh
2,americanair keeping aa air crew chief cousin alex espinosa dfw http co hxlnvzknp
0,americanair lost cat missed flight kept crated hr would hr trip never touch pet
0,americanair worry steal money
0,americanair continually getting put hold painfully inexperienced people calling platinum desk
0,americanair pretty lame response two paged single spaced letter http co acebo elpa
0,americanair happens u matter response matter way drop ball aa
0,americanair looking help usairways award travel booked wife two boy seat assigned
2,americanair clarkey done truck biggie
0,americanair itunesmusic put bad mood angry since spagnuolo coached ram
0,americanair cancelled flighted flight left help find hotel stay slept airport night
0,americanair flight vega dfw cancelled flightled sunday monday whammie today
2,americanair airport snow removal method keep good work folk cessna become http co oumc lrxdn
1,americanair bird could fly south america example argentina
0,americanair flight jacksonville fl dallas showing cancelled flightled going rebooked another flight
2,americanair great thanks
2,americanair awesome thanks
0,americanair flight dallas jacksonville fl cancelled flightled one notified going
0,americanair extremely upset baggage handler decide go luggage take belonging
0,americanair flight delayed hour gf meal despite early request attendant seat fell leg badservice
0,americanair always rely fly usair american employee rude unhappy
0,americanair robocalls another cancelled flightation accept change let connect agent wow
0,americanair said aa provide flight wifi route china based federal law united
0,americanair right two hour late flight seems due poor communication sounded like annoying plane staff
0,americanair sure happened usairways status merger took place
0,americanair u help rebook passenger via twitter dm hold hour thanks
0,americanair like apologize gate agent flight aa aware zone nine precious gem
1,americanair key point confusion whether make change even though initial flight booking problem u airway metal
1,americanair origin destination date going u airway connecting flight aa direct flight award saver level
1,americanair old fly ord pvg get upgraded
1,americanair know little cold weather humor
0,americanair none lax flight dfw cancelled flightled landing fine completely arbitrary
0,americanair really answer question maybe provide detail give clarification
0,americanair delayed bag friend lisa pafe got bag day costa rica issue update system
2,americanair thanks
2,americanair aww thanks aa dfw gma understand btw airline im able trv love guy
2,americanair awesome photo thanks sharing
2,americanair new plane gogo easy power laptop iphone missing good boat style swivel cup holder dietcoke happyflier
0,americanair rampers gate b dfw waiting marshaled
0,americanair cancelled flight flight way rebook website app wait minute hold fail cc delta
1,americanair thought plane retired md
2,got phone americanair customer service minute get issue resoled guy awesome
1,americanair thanks info number call speak person going take hour type
2,americanair kax premium hoping flight better food tv know work service tnx
2,americanair beantownmatty sound like date
0,americanair frustrated usairways attitude toward execplat member thenewamerican
0,americanair another day another grievance airline customer service
0,americanair misunderstood usairways would day flight change gate agent said
1,americanair flight way
0,americanair car accident way airport missed flight rno dca trying resched line hr wait
2,americanair thanks much
2,americanair hope enjoy winterweather brought warm coat glove maria yup new beanie http co aneqxzr bp
0,americanair lpalumbo weather sun
0,americanair fail flight rdu sitting waiting flight attendant logistics good
0,americanair idea wait time refund usairways told day phone well past
0,americanair happy purchase upgrade avail next flight
0,americanair going reported police due sexual assult sad care
0,americanair th flight rebooked cancelled flighted woo hoo going make laguardiaair
0,americanair flight dfw lit way pdx tomorrow cancelled flighted help
0,americanair issue lack consideration announcement made late flight gate agent hour
0,americanair understand flight day going twice extra med diaper baby
1,americanair sure running version
0,americanair could train flight attendant manner decency
0,americanair change fee price new ticket logical
2,americanair nice read thank much
0,americanair advised turn issue police due sexual assult thank allowing plane
0,americanair fuck
0,americanair giving hard time looking basic customer service aa lost bag eta return please
1,americanair bet sure form wear tear skin hope survive rest winter xxx
2,americanair dfwairport love living close always great view
2,americanair thanks
0,americanair someone contact awful experience american airline weekend
0,americanair actually online indicates seating available premium cost allow seat selection time purchase
0,americanair definition mine min vastly different understand need get plane maint honest
2,americanair dfwairport together best part flying
2,americanair dfwairport guy let go http co voxcghciji
0,americanair way add aa number itinerary involve sitting hold hour
2,americanair hardly believe bundle stay warm
1,americanair right someone something
0,americanair flight going make connection mex aa
2,americanair thanks sharing photo round applause crew appreciate hard work
1,americanair get free ticket hawaii fabulous
0,americanair lavatory freeze problem nitrogen line low tire inflating equipment malfunctioning aa
1,americanair want change flight next week still charge waiting fligt status
1,americanair dfwairport dfw omg yeah cold everywhere
2,americanair great customer service thanks
1,americanair flight booking problem int l flight online provide passport number flight booking problem arrive airport
1,americanair yes http co wcsazzqpae
1,americanair hook free trip barbados tell secret beach see
0,americanair flight get cancelled flightled waiting rep rebook wondering issue getting
0,americanair going police dept due sexual assult stewardess allowed occur lack concern
1,americanair thank responding quickly tweet appreciate
0,americanair trying change time flight already purchased told pay change fee ridiculous
1,americanair please email temorris hotmail com willing discus experience amp give another try would like speak directly
0,americanair flight get cancelled flightled able reschedule date want next day day
0,americanair since care happens passenger plane contacting police dept
0,americanair usairways gold forced pay upgrade open seat st offered gold sapphire
1,americanair bet bird wish flown south winter http co ty c gae lol
2,americanair still think american airline great would like treated better loyal customer first right
2,americanair could fly md dc would happy live plane much md love md life
1,od glad rt americanair bet bird wish flown south winter http co hepknpuzwu
1,americanair second pic cdg
1,americanair sure bird warmer weather soon
0,americanair week reply customer relation yet running time please help request thanks
1,americanair true another reason stay south winter month travel http co fgjbex
1,americanair would fly real far south huh winterweather brrr
1,americanair um south snow atl
1,americanair sure certainly chilly back east today
0,americanair reason flight chicago boarding still seat assignment seriously
0,americanair usairways merger going go fail huge probls w comm dfw storm cxld rtrn flts cool
0,americanair feel like nickeled dime enjoy flight aa purchased tkt pay extra seat
0,americanair flight delayed every hour since
1,americanair still use dc
2,happy tt friend americanair hope weather causing many headache
1,americanair booked aa award usair metal space open aa metal change aa flight without fee
2,americanair well day time world
0,americanair unload flight jetway broken step planb waiting nearly hour
0,americanair love take seat appears though someone already disappointed upgrademe wtf http co gx mmmubb
1,americanair want change flight due weather condition dallas weekend able cover change fee mile
1,americanair expecting delay cancelled flightlations dallas th due snow nothing like monday hope
0,americanair look rdu airport please think safety passenger cant get rdu safely http co wdyekvb ze
0,americanair please explain cost almost price full roundtrip fair change departure time flight
0,americanair flight delayed time spent almost min tarmac reconsider future flight option
2,americanair oh nothing issue already resolved air
0,americanair filled baggage claim phone last night check status discover rep confused arkansas alaska
0,americanair need answer get wichita fall
0,americanair americanairlines say bag left miami returned following mechanical glitch gt gt http co ib kyjbcjm
0,americanair need refund
0,americanair really need get clue start treating people like human animal americandairlinessucks
0,americanair raleigh updated southern state advisory
0,americanair hi lost found solution want offer free assist contacting people item found
0,americanair inconvenience disaster phone bill refuse pay
1,americanair expert seen right rdu airport http co mplio dygn
0,americanair stop sending back customer relation hand written letter send letter called help
0,americanair large wichita fall airport receiving arrival called one answer waiting day
0,americanair tell mean work need estimated time arrival please need laptop work thanks
0,americanair waiting hour pilot aa pilot house dfw
2,americanair kudos captain crew handling fustrated people dealing preventable issue shortcoming maint
1,americanair offer group pricing discount chance
1,americanair understand
0,americanair airline trouble winter amp getting good customer service contact http co aqjn hwnac negotiate w company foru
0,americanair guess way saying thanks sharing help good luck happy birthday ugh
0,americanair lot upset people freezing terminal gate agent kept u waiting plane beyond allowable time length
0,americanair pilot admitted u delay entirely aa incompetence poor equip check
1,americanair fly child
0,americanair yes rno departure w connection dfw lga lax jfk
0,americanair going compensate whose day plan ruined aa delay pending cancelled flightlation
0,americanair lost found like talking hormonal teenager refuse talk useless wastedeffort fail
1,americanair oh seem reappeared lol
1,americanair wanted change ba avios
0,americanair oh seems undone seat selection mce wanted cx card select free seat
0,americanair announce boarding chose limit catering point run show lack planning imo
2,americanair thanks quick response appreciated
0,americanair guess get bragging fly choice unlike others fly option j
2,americanair thanks update
0,americanair thanks finally letting get book flight frustration set donedeal talktoahuman
0,americanair guess one select many problem sudden whole trip got jacked
0,yes get disconnected due lack wifi strength americanair mauererpower reached gogo help david
0,americanair communication seems issue
1,americanair hi guy rno dfw tomorrow plane coming dfw bad weather consider f route connect
1,americanair traveling infant check carseat free provide bag someone told wanted confirm
0,americanair waiting nitrogen strut airport nozzle calibrated trying find another
0,americanair dm explain whole story earlier flight u
2,americanair let hope stay way big thanks ground outside crew across u last month great fb post yesterday
0,americanair hello baggage lost another city anyone help
2,americanair bos
0,americanair sitting plane columbus supposed leave hour ago mechanic find tool service shock absorber
1,americanair yet plan could fly low slow right front would great
1,americanair forgot select ksml flight la minute hour mark way change
0,americanair picked nonstop flight bc thing get taken diff route airline suppose
2,americanair response incredible truly amazed step taken enhance customer relation big thank
1,americanair dm
0,americanair yes talked fll say central central say fll go betting go mths
0,americanair issue waiting rampers close door waste fuel amp likely told need fuel cycle
0,americanair lack communication competition american air chance
1,americanair dm follow
0,americanair already waited hour wanted get home
0,americanair apparently told staff ground keep promising come
0,americanair day contact human apology letter americanair yucki read soon http co r omzqavi
0,americanair well showing still sitting gate plane departed
2,americanair thanks guy got sleep hang dfw bad weather
0,americanair ticket booked aa mile sorry sold ticket company merged fix
0,americanair possible change ff number passenger flight booking problem let change
2,americanair great thank
0,americanair still foot freezing b c door open flt time fuel waiting rampers aa
0,americanair got call baggage dept still looking property went missing prerecorded human service
1,americanair help http co hyrao uu
0,americanair fat man stuck airplane bathroom
1,americanair connection u
1,americanair dealing reflight booking problem agent miami airport
2,americanair simply amazing smile mile thank u upgrade tomorrow ord spending lot time together next week
0,americanair status flight xna dfw getting different report
2,americanair thank quick customer service today refundprocedurenottoopainful know winter weather fault
0,americanair need go yyz tmr morning switched united already bag still aa la la land
1,americanair drop follow need help
0,americanair whole plane old plane seat leather coming apart ay seam
1,americanair yes traveling marsh harbor
1,americanair cityandsand trying coordinate airport hand nutella veryimportantproject
0,americanair flight selected online ticketed would missing connection need help getting dfw iah
0,americanair seat disgusting old dirty going refurbish plane u air jfk phx
1,americanair way manually add gift card ex eu ticket aa metal long haul ba intra eu
0,americanair understand need drain lavatory fearing freezing policy checking boarding smh come
0,americanair flying aa min delay mechanical issue perhaps consider maintenance
0,americanair repair made water line potable water board flight take soon time new plane mci gt dfw
2,americanair thanks recommendation sitting minute last update min ago
0,americanair sticking southwest future change fee first bag free stellar customer service
1,americanair show plane
2,americanair although control weather came great customer service
0,americanair local agent person answer question phone service terrible
0,americanair help
0,americanair already booked flight use amp change w fee flight booking problem different type ticket
1,americanair depends terminal best option arrive c depart breakfast burrito craving update
0,americanair overzealous stewardess prevented u bringing car seat worstflight
0,americanair watch parent break stroller amp tell look fine print
2,americanair wish could remember name
1,americanair delay connection pns
1,americanair thanks getting back frequently weather advisory updated throughout day
