airline_sentiment,text,aspects
0,usairways tell waited min charged phone change fee even tho allow make change online,"['staff', 'Price', 'Service']"
0,usairways stephenrodrick team need build capacity,"['staff', 'Punctuality', 'Price']"
0,usairways write cr sure good customer service experienced horrible,"['Service', 'Cleanliness', 'Food']"
0,usairways st x told travel advisory two hr hold amp disconnected fl bhm charlotte phl go help,"['Punctuality', 'Service', 'Price']"
0,usairways made call usair today merge aadvantage dividend mile time say call back late flightr timesenough,"['Punctuality', 'staff', 'Cleanliness']"
0,usairways fuck,"['staff', 'Price', 'Punctuality']"
0,usairways dumping dividend mile card forgetting airline exists ridiculous theworstairlineever,"['Price', 'Punctuality', 'comfort']"
0,usairways dirty damn plane take hour get plane cleaned refund mile wasteoftime theworst,"['Cleanliness', 'Price', 'Punctuality']"
0,usairways worst customer service ever experienced never fly airline ever pay sleep philly fuck,"['staff', 'Service', 'Cleanliness']"
0,usairways ever sit hold lose track time http co yqhk ljabn,"['staff', 'Seat', 'Price']"
0,usairways u air ashamed service hold hour help representative reschedule due weather,"['staff', 'Service', 'Cleanliness']"
0,usairways hold hour frustrating suspect operator come day like w inclement weather,"['staff', 'Punctuality', 'Price']"
0,usairways worst hold time crazy agent horrible accountability usairsucks,"['staff', 'Price', 'Punctuality']"
2,usairways kudos robin phxskyharbor lost found reuniting w ipad delightful work,"['staff', 'comfort', 'Service']"
0,usairways website let change online even though airline issued travel advisory hold minute help,"['Seat', 'Punctuality', 'staff']"
0,usairways always go happened airbus boeing customer service,"['Service', 'staff', 'Punctuality']"
0,usairways trying change flight airline travel advisory hold min help,"['Punctuality', 'comfort', 'Cleanliness']"
1,usairways help add aadvantage number known traveler number reservation,"['staff', 'Service', 'Punctuality']"
0,usairways would le annoying road condition getting worse every min u keep passenger captive good reason,"['Price', 'Cleanliness', 'Punctuality']"
2,usairways experience exceptional service cherry denverairport greatservice professionalism,"['Service', 'Price', 'staff']"
0,usairways literally worst flying experience life flown lot,"['staff', 'Cleanliness', 'Safety']"
0,usairways purchased upgrade flight week ago gave someone else received refund sop,"['Punctuality', 'Price', 'comfort']"
0,usairways figure cancelled flightled flight past week coming home hour delay cart pull plane broke,"['Price', 'staff', 'Seat']"
0,usairways minute hold help,"['staff', 'comfort', 'Safety']"
0,usairways transferred x pleeeeeeeease help,"['staff', 'Punctuality', 'Service']"
2,usairways,"['staff', 'comfort', 'Safety']"
0,usairways flight treatment passenger atrocious hour delay deplane given direction,"['staff', 'Punctuality', 'Price']"
1,usairways corporate paid travel april possible purchase upgrade first class,"['Cleanliness', 'Punctuality', 'comfort']"
2,usairways thank supervisor jeanine coworkers excellent customer service provided,"['Service', 'Punctuality', 'staff']"
0,usairways sympathy offered holding reservation monday night pretty awesome ask,"['comfort', 'staff', 'Service']"
0,usairways express disappointment reservation department treatment sailor dealing death family,"['staff', 'Punctuality', 'Price']"
1,usairways spoke already already booked another flight w someone else thanks concern wanted,"['Punctuality', 'Price', 'Cleanliness']"
0,usairways talked supervisor jeanine help minute talking nothing,"['Punctuality', 'comfort', 'Price']"
0,usairways thought united worst airline nah guy far worse delta decent airline,"['Price', 'Cleanliness', 'Service']"
0,usairways keithlaw flew u air first time yesterday got propositioned flight attendant true story creditcardsales,"['staff', 'Punctuality', 'Safety']"
0,usairways year naval service run travel department command,"['staff', 'Service', 'Cleanliness']"
0,usairways u airway website double charge people book flight apparently never booked twice,"['staff', 'Punctuality', 'Price']"
0,usairways already tried conf via dm,"['comfort', 'Price', 'Cleanliness']"
0,usairways new slogan want arrive time pick u,"['Punctuality', 'Cleanliness', 'staff']"
0,usairways crazy treated mom poorly happy usairwaysfail,"['staff', 'Price', 'Punctuality']"
0,usairways able without reflight booking problem recharging amount plus fee help phone spoke agent amp jeanine,"['staff', 'Service', 'Price']"
0,usairways send email detail late flightr thank responding,"['Service', 'staff', 'Safety']"
0,usairways last time use airline promise,"['Price', 'staff', 'Punctuality']"
0,usairways americanair mention silver preferred member fly every week always even meal voucher,"['staff', 'comfort', 'Service']"
0,usairways need change div mile ticket travel started due weather advisory told possible unless flight cancelled flightled anyhelp,"['staff', 'Punctuality', 'Price']"
0,usairways americanair supposed get fresno pittsburgh pm instead getting pm tomorrow,"['Price', 'Punctuality', 'Service']"
0,usairways americanair stuck airport fresno trying beat storm pittsburgh guy offered nothing horrid,"['staff', 'Punctuality', 'Price']"
0,usairways hello question phone line jammed,"['staff', 'Punctuality', 'Service']"
0,usairways americanair u worst airline ever figure merger dontmakemegooutside,"['staff', 'Price', 'Punctuality']"
0,usairways follow experience http co wjiigztiwg,"['staff', 'comfort', 'Safety']"
0,usairways americanair incompetent,"['Price', 'staff', 'Safety']"
0,usairways next plane broken seat row another hour delay mad,"['Seat', 'Punctuality', 'staff']"
0,usairways make purchase take money reservation explain,"['staff', 'Service', 'comfort']"
1,usairways americanair u paying incedentals noworstairline,"['staff', 'comfort', 'Cleanliness']"
0,usairways americanair thought u merged usairways suck worstever http co mynzitcovn,"['staff', 'Punctuality', 'Price']"
2,usairways yes thank great job turning flight jan,"['Service', 'staff', 'Punctuality']"
0,usairways hour hold issue still resolved hope make flight hour every minute talk minute hold,"['staff', 'Punctuality', 'Price']"
2,usairways connection made thanks week daddyshome,"['staff', 'Service', 'Baggage']"
0,usairways worst customer service experience ever today get together,"['staff', 'Cleanliness', 'Service']"
0,usairways know folk use airline customer service ever matter really hate complain brutal,"['staff', 'Punctuality', 'Cleanliness']"
0,usairways im plane sure mean sitting one story failure another fly guy,"['Punctuality', 'Price', 'staff']"
0,usairways still waiting brokenpromises notnice neveragain tellyourstory,"['Punctuality', 'Price', 'Service']"
0,usairways team terrifyingly rude young mother amp baby trying check flight phx jwa help,"['staff', 'Cleanliness', 'Punctuality']"
0,usairways americanair,"['staff', 'comfort', 'Cleanliness']"
0,usairways rudest crew member experience throwing shade calling customer reachingnewlows,"['staff', 'Punctuality', 'Cleanliness']"
0,usairways americanair terminal e miami still worst smelly airport ever thanks nothing,"['staff', 'Punctuality', 'Cleanliness']"
0,usairways amp told asked many question bag might still flight easy check land seattle,"['Punctuality', 'staff', 'Service']"
0,usairways cancelled flightled original flight aruba way home told seat never flying usairways,"['staff', 'Price', 'Seat']"
0,usairways go flight last week delayed already min think leave phl waitingagain,"['staff', 'Price', 'Punctuality']"
0,usairways misjudging deliberate strategy seen multiple time usair make staff life easier expens passenger,"['Punctuality', 'Cleanliness', 'Service']"
0,usairways delayed need extra min make would appreciate little help week,"['Price', 'Punctuality', 'comfort']"
0,usairways stuck tarmac hour half told longer go hotel available land phoenix unacceptable unhappy,"['Seat', 'Cleanliness', 'Price']"
0,usairways happening worstairlineever also marie burroughs worst customer service rep ever yourairlinesucks,"['staff', 'Cleanliness', 'Price']"
0,usairways technical issue inefficient computer triage system personality compassion operator sad example sad company,"['Punctuality', 'Cleanliness', 'Service']"
0,usairways suck ruined day vacation even june,"['staff', 'Price', 'Punctuality']"
0,usairways maybe pre purchase meal email flight min short hour guess none offered,"['staff', 'Punctuality', 'Cleanliness']"
0,usairways yep check gmail promotion folder regularly,"['staff', 'Service', 'comfort']"
1,usairways bag l x w x h allowed carry,"['comfort', 'staff', 'Service']"
0,usairways thanks nothing,"['Punctuality', 'Price', 'comfort']"
1,usairways nothing tonight flight gogo internet way someone could send dm email,"['Punctuality', 'staff', 'Service']"
0,usairways bad plane amp gate change lot exercise travelfail let hope plane work tired,"['Price', 'Service', 'Boarding']"
0,usairways good info already signed option none sound like applied missing email,"['Service', 'Punctuality', 'staff']"
0,usairways faster way get columbia sc making stay clt night delayed flight,"['Price', 'Service', 'staff']"
2,usairways thank,"['staff', 'Service', 'comfort']"
0,usairways american please get plane together go jetblue,"['staff', 'Price', 'Punctuality']"
0,usairways might went confirmation please wait form,"['Price', 'Punctuality', 'Service']"
0,usairways found tix security code working tried dozen time,"['Service', 'Punctuality', 'staff']"
0,usairways nightmarish customer service elite member appalled,"['Service', 'staff', 'Cleanliness']"
0,usairways never given number elite usair aa waited hour answer seat gone,"['staff', 'Punctuality', 'Price']"
0,usairways get bag e gate b gate charlotte airport pm flight late flight cause yall ride u life,"['staff', 'Service', 'Safety']"
1,usairways debit card dividend member,"['staff', 'comfort', 'Punctuality']"
0,usairways nothing important told wait americanair line patiencerunningout,"['Price', 'Punctuality', 'Cleanliness']"
1,usairways redeem pas admiral club free visit barclay card membership bring companion,"['staff', 'Price', 'comfort']"
1,usairways almost home east coast freeze headed phl connect avp tgif http co wxowzhpgfl,"['comfort', 'staff', 'Cleanliness']"
0,usairways americanair someone please tell talk getittogether findurgrip,"['staff', 'Cleanliness', 'comfort']"
0,insulting usairways americanair offer non required voucher goodwill offering least bag fly round trip,"['Punctuality', 'Cleanliness', 'Service']"
0,usairways travel advis nyc phil pa winter weather u air posted one yet still change flt wo pen,"['Punctuality', 'Price', 'staff']"
0,usairways trying request missed mileage keep saying flight say call number,"['staff', 'Punctuality', 'Price']"
0,usairways flight carryon missing stollen plane left gate worst customer service seem anyone concern,"['Service', 'Cleanliness', 'Punctuality']"
0,usairways checking plane everyone board plane pissed,"['staff', 'Punctuality', 'Service']"
1,usairways used get email pre purchase snack time check got neither tomorrow trip get sent,"['Punctuality', 'comfort', 'Cleanliness']"
0,usairways link work via mobil,"['comfort', 'staff', 'Service']"
0,usairways wishing luggage day pay way st thomas san juan spent extra mess,"['Price', 'staff', 'Punctuality']"
1,usairways frequent flyer u airway qantas still get notification thank,"['staff', 'Service', 'Safety']"
0,usairways get,"['staff', 'comfort', 'Service']"
0,usairways americanair run show airport boarding pas say u airway wait american line yousuck,"['staff', 'Punctuality', 'Price']"
1,usairways chance travel advisory dca weekend,"['staff', 'comfort', 'Service']"
2,usairways yes thank appreciate u checking,"['staff', 'Service', 'Punctuality']"
0,usairways book flight prn website,"['staff', 'Service', 'Cleanliness']"
0,usairways ridiculous planebroken wait board one home hour late flightr neverontime brutal paymytab,"['staff', 'Price', 'Cleanliness']"
1,usairways yes sunday,"['staff', 'comfort', 'Entertainment']"
0,usairways since maintenance problem missing flight crew equal delayed due weather confused since sunny sky,"['Punctuality', 'Price', 'Service']"
0,usairways keep calling help line keep saying busy help amp call back late flightr week,"['staff', 'Punctuality', 'Cleanliness']"
0,usairways would like watch video loyal customer really treated asking explanation hour delay,"['Punctuality', 'Price', 'staff']"
0,usairways lie said email delayed due weather sky clear city departing,"['staff', 'Punctuality', 'Price']"
2,usairways enjoying flight far great job today tough thanks making flight comfortable,"['Price', 'Service', 'comfort']"
0,usairways look delta made right call cho please evaluate http co khgjofgpx,"['staff', 'Punctuality', 'Service']"
1,usairways question question get past computer fastest know computer help,"['comfort', 'Safety', 'Price']"
1,usairways dividend mile credit card amp used book flight one bag free,"['staff', 'Baggage', 'Safety']"
0,usairways checked day cho need added please evaluate,"['staff', 'Service', 'Price']"
1,usairways hi flying myr clt ord tomorrow weather looking ok problematic,"['Seat', 'staff', 'Price']"
1,usairways u tell clt jan gotten gate yet tight connection clt mco,"['Punctuality', 'Price', 'Service']"
1,usairways please hold u need get home tonight weather almost,"['Price', 'staff', 'Punctuality']"
1,usairways followed,"['staff', 'comfort', 'Punctuality']"
2,usairways shavon customer service desk charlotte fantastic helpful smiling evn sound like long day reward,"['Service', 'staff', 'Punctuality']"
1,usairways scheduled flight sat morrow cho clt cho need added weather advisory please evaluate asap,"['staff', 'Punctuality', 'Price']"
0,usairways another squashed flight share seat another passenger idea quality travel,"['comfort', 'Seat', 'Price']"
0,nrhodes look another apology fly usairways,"['Price', 'Punctuality', 'staff']"
0,usairways painful hold really minute change flight http co ocqk jfxua,"['staff', 'Punctuality', 'comfort']"
0,usairways yep sent bag philadelphia instead miami caught told flight changed tomorrow wrong fail,"['staff', 'Price', 'Punctuality']"
1,usairways shall see next couple minute,"['comfort', 'staff', 'Punctuality']"
0,usairways right use shuttle ticket lga bos shuttle flight probably gonna miss pm,"['staff', 'Punctuality', 'Service']"
0,usairways need get human fastest way achieve get computer,"['staff', 'Punctuality', 'Price']"
2,usairways check staff phx awesome great traffic control general boarding,"['staff', 'Service', 'Safety']"
0,usairways batting four flight month four delayed,"['staff', 'Price', 'Service']"
1,usairways sure dm ed,"['staff', 'Service', 'Punctuality']"
0,usairways amp also told comp upgrade etc reflight booking problem good enough usairwaysfail,"['staff', 'Service', 'Price']"
0,usairways tomorrow missed meeting today amp pointless pay hotel today purpose trip screwed,"['staff', 'Punctuality', 'Price']"
0,usairways merging aa dividendmiles yield error exact step navigate phone menu get computer,"['staff', 'Punctuality', 'Safety']"
0,usairways plane pbi clt knew frozen water also saw plane nyc take gate next door,"['Punctuality', 'Price', 'comfort']"
0,usairways next flight delayed well charlotte luck,"['staff', 'Price', 'Punctuality']"
2,usairways talked reservation must congratulation friendly good usair airline fly,"['staff', 'Safety', 'Punctuality']"
1,usairways trying establish policy thanks,"['staff', 'Punctuality', 'comfort']"
0,usairways fight delayed hr mco stuck philly standby ticket flight solution needed,"['staff', 'Cleanliness', 'Price']"
1,usairways sure carried bag numerous time style plane planning accordingly apparently account nothing,"['Punctuality', 'staff', 'Cleanliness']"
0,usairways know like gate x nationalairpor nothin like nothin bout yo ghettofab gate usairways http co maqw nlniu,"['Punctuality', 'Price', 'Service']"
0,usairways tried calling time past day keep getting told call back someone please help,"['Punctuality', 'staff', 'Service']"
0,usairways gate agent clt forced check bag z amp proceeded allow larger bag huge inconvenience travel plan,"['Punctuality', 'staff', 'Price']"
1,usairways vega baby good time vega lol,"['staff', 'Price', 'Service']"
1,usairways wife flying atlanta vega march th since get tricities tn,"['comfort', 'staff', 'Price']"
0,usairways worst customer service ticket fee worth accommodate given circumstance bos,"['Service', 'Price', 'staff']"
0,usairways see response obviously think service acceptable customerservicefail,"['Service', 'staff', 'Safety']"
0,usairways sincerely sorry sean reservation working hard answer everyone call appreciate patience false,"['Punctuality', 'staff', 'comfort']"
1,usairways absolutely,"['staff', 'Service', 'comfort']"
0,usairways weather morning awe diverted back bos due mechanical issue far lost one day,"['Price', 'Punctuality', 'staff']"
0,usairways contact people still answer keep sending expedia keep sending,"['Punctuality', 'Service', 'Cleanliness']"
0,usairways americanair one appreciates sas gate agent gate c lga flight u irritated customer,"['staff', 'Price', 'Punctuality']"
0,usairways get stop sending email ex boyfriend account care many point,"['staff', 'Punctuality', 'Price']"
0,usairways seat phone iwas told getting error msg due paid st class upgrd told check sound right,"['Service', 'Punctuality', 'Cleanliness']"
0,usairways waiting bag min phl bag claim,"['Punctuality', 'Safety', 'comfort']"
2,usairways awesome flight philly tuesday party row interested,"['staff', 'Baggage', 'Price']"
0,usairways flight already think airline flight attendant actually emphasize vape still smoking,"['staff', 'Punctuality', 'Price']"
0,usairways call volume high best answer hang,"['Service', 'Punctuality', 'staff']"
2,usairways got able switch flight charge thank,"['staff', 'Service', 'Punctuality']"
1,usairways please start offering route triflight location instead charlotte atlanta,"['Price', 'staff', 'Punctuality']"
2,usairways welcome north texas u air american air employee housing education great opportunity gr state texas,"['staff', 'Service', 'Safety']"
1,usairways oh saw said nothing,"['Punctuality', 'Price', 'staff']"
0,usairways yes lost whole day frustrating poor customer service,"['Cleanliness', 'Price', 'Service']"
0,usairways saddens first tweet ever complaint customer service,"['staff', 'Punctuality', 'Cleanliness']"
0,usairways trying check online flight tomorrow tried computer tablet phone got error message device,"['staff', 'Punctuality', 'Seat']"
0,usairways americanair merge mile account site tell info match even though find difference,"['staff', 'Punctuality', 'comfort']"
0,usairways yes go pick pay cab ride rude employee poor customer service,"['Service', 'Cleanliness', 'staff']"
1,usairways bring mini bottle booze flight,"['staff', 'comfort', 'Punctuality']"
0,usairways staff lax really messed one failing scan suitcase tag,"['staff', 'Punctuality', 'Cleanliness']"
0,usairways happy start trip cancelled flightled flight poor customerservice,"['Price', 'Cleanliness', 'Punctuality']"
1,usairways policy around bringing breast pump board,"['Punctuality', 'Service', 'Price']"
2,usairways thanks dc yet see keep link check back appreciate,"['comfort', 'staff', 'Safety']"
0,usairways glad spend hour try track basic information already available,"['staff', 'Service', 'Punctuality']"
1,usairways guy offering fee change flight dca tomorrow afternoon,"['Cleanliness', 'Punctuality', 'comfort']"
1,usairways get ahold reservation supervisor,"['staff', 'Punctuality', 'Service']"
0,usairways called btv desk information exists system make easy customer access,"['Punctuality', 'Service', 'staff']"
2,usairways awesome yes upinairclaire,"['staff', 'Entertainment', 'comfort']"
0,usairways website give correct info said bag miami key west entire time got run around day,"['Punctuality', 'Cleanliness', 'Price']"
0,usairways hold minute speaking lady airport counter gave,"['Service', 'Punctuality', 'comfort']"
0,usairways want find bag go hassle trying claim suitcase usairwaysfail,"['Punctuality', 'staff', 'Cleanliness']"
0,usairways literally say case open good,"['staff', 'Food', 'Service']"
0,usairways sorry trying add day vacation charge change flight,"['Price', 'Punctuality', 'Service']"
2,usairways melinda reservation greensboro nc absolute jewel thank amazing,"['staff', 'Service', 'Food']"
0,usairways two woman workng phl bag check term c et fired rude pushy treating customer disrespect,"['staff', 'Punctuality', 'Service']"
2,usairways best gagent long time danny b u dfw clt appreciated date kept u irrops super professional,"['staff', 'Service', 'Safety']"
2,usairways good news got fixed,"['staff', 'Service', 'Safety']"
0,sarahpompei bother wasting time usairways send u form letter amp let u choose gift certificate worstcustomerservice,"['staff', 'Punctuality', 'Service']"
1,usairways thanks beareavement discount anymore book online,"['Service', 'staff', 'Safety']"
0,usairways flight pushed back pm departure,"['Price', 'Punctuality', 'staff']"
0,usairways trip ur saving grace ur cheaper flight willing pay bttr service bttr airline,"['staff', 'Price', 'Punctuality']"
0,usairways horrible experience key west lost luggage called check amp told call back reconsidering flight back,"['Service', 'staff', 'Punctuality']"
2,usairways thank,"['staff', 'Service', 'comfort']"
0,usairways needed destination lunchtime today one could get u flight since learned delta one,"['Cleanliness', 'Price', 'Punctuality']"
1,usairways yes get asking specifically feedback given,"['staff', 'Service', 'Punctuality']"
0,usairways delayed charlotte big surprise,"['Punctuality', 'Price', 'staff']"
0,usairways cancelled flightled flight person line one agent helping rebook could handed one better http co vdiosua,"['Price', 'Service', 'Punctuality']"
0,andrewfallis hold hour amp told usairways done willing apologize stillnotonmyflight,"['Punctuality', 'staff', 'Price']"
0,usairways happening flight bos phl daughter fianc e stuck bos,"['staff', 'comfort', 'Punctuality']"
0,nrhodes funny usairways apologizes actually take step go amp beyond customer notimpressed,"['Punctuality', 'Cleanliness', 'comfort']"
0,usairways flight cancelled flightled rebooked pm flight time take spent extra hour dca,"['Price', 'Punctuality', 'staff']"
0,usairways sitting plane almost hour waiting fueled done b got,"['Punctuality', 'Seat', 'Cleanliness']"
2,usairways thank,"['staff', 'Service', 'comfort']"
0,usairways get free mimosa compensate flight delay yet thx,"['staff', 'Price', 'Punctuality']"
2,usairways reservation agent phone great job,"['staff', 'Service', 'Punctuality']"
0,usairways get ur act together start treating ur passenger w kinder sanitized plane take page delta perhaps,"['Price', 'staff', 'Punctuality']"
0,usairways joke stop losing luggage,"['staff', 'Punctuality', 'Price']"
1,usairways book using sort breavement program need get home pop funeral,"['staff', 'Punctuality', 'comfort']"
0,usairways hold min sort reservation sync message trying check wrong,"['Punctuality', 'staff', 'Safety']"
1,usairways thank understand feedback,"['staff', 'Service', 'Safety']"
0,usairways idea customer service mean customer mess plan treat like big deal,"['Punctuality', 'Price', 'Service']"
0,usairways still hold hour minute counting platinum care problem checking care,"['Price', 'Punctuality', 'staff']"
0,usairways little help two gate agent trying rebook flight,"['staff', 'Service', 'Punctuality']"
0,usairways respect stress merger one rep reschedule replane ppl already late flight youcandobetter,"['Cleanliness', 'Safety', 'Punctuality']"
0,usairways flight fll told take train back pbi get car train pbi,"['Punctuality', 'Cleanliness', 'Service']"
0,usairways fly quite bit difficult communicate agent let people know happening arrangement made,"['staff', 'Punctuality', 'comfort']"
0,usairways handled phone unfortunately wiped entire trip displeased,"['Punctuality', 'staff', 'Price']"
0,usairways headed nyc clt funny hear phone ring entire plane groan happened twice,"['Punctuality', 'staff', 'comfort']"
2,usairways made send bloody mary row,"['comfort', 'staff', 'Punctuality']"
1,usairways gainesville fl,"['staff', 'comfort', 'Cleanliness']"
0,usairways already let know sent complaint got call back finally asleep return call back,"['Punctuality', 'comfort', 'staff']"
1,usairways thank valuing feedback,"['staff', 'Service', 'Safety']"
0,usairways flight morning flight thursday monday turned tuesday,"['Cleanliness', 'Punctuality', 'comfort']"
0,usairways spoke customer service rep rude curt transferred eternal hold sad badservice mergerdisaster,"['Punctuality', 'Service', 'staff']"
0,usairways customer service nightmare hold hour platinum member aa feel like worthless,"['staff', 'Punctuality', 'Service']"
0,usairways never let every single flight get delayed,"['staff', 'Service', 'Punctuality']"
0,usairways sitting ground charlotte gate comms flight deck great happy friday hope make connection,"['staff', 'Service', 'comfort']"
1,usairways done,"['staff', 'Service', 'Price']"
1,usairways made never ran fast life,"['staff', 'comfort', 'Price']"
0,usairways standing crowded bus past min dca pit help americanair http co jaskyplwt,"['Seat', 'Punctuality', 'Price']"
0,usairways thanks flight cancelled flightled maintenance reason next available flight late flight,"['Price', 'Punctuality', 'comfort']"
0,usairways yes rebooked next day wed thanks upset lost additional work day paid hotel losing,"['Punctuality', 'staff', 'Cleanliness']"
1,usairways call gate clt get flight,"['Service', 'Cleanliness', 'Punctuality']"
0,usairways suppose need tweet everyone horrible airline take notice let try route,"['Service', 'Punctuality', 'Cleanliness']"
0,usairways fix asap,"['staff', 'Service', 'Price']"
0,usairways felt could better making email feel little le care automated,"['Punctuality', 'Price', 'staff']"
0,usairways americanair cancelled flightled flight back holiday gave refund ticket phl ewr really,"['staff', 'Punctuality', 'comfort']"
0,usairways logged flight booking problem need add api travelling state cannot see,"['Punctuality', 'Price', 'comfort']"
2,usairways thanks helping reflight booking problem cancelled flightedflight yvonne anthony help u get tel aviv time happyfriday,"['staff', 'Service', 'Punctuality']"
2,usairways big thanks yvonne anthony chairman desk top tier customer service today outstanding service amp support,"['Service', 'Punctuality', 'staff']"
0,usairways plane degree burning completely illegal,"['Punctuality', 'Price', 'staff']"
0,usairways fucking kidding http co qjlzrywfj,"['Punctuality', 'Price', 'staff']"
0,usairways siting tarmac philly another minute lame sorry help terrible,"['staff', 'Punctuality', 'Service']"
0,usairways damn delay,"['Price', 'staff', 'Punctuality']"
0,usairways would nice pull gate still sitting,"['Cleanliness', 'comfort', 'Safety']"
0,usairways app worst one airline anything original flight time gone useless,"['staff', 'Punctuality', 'Cleanliness']"
0,usairways completely wasted work day thank bad service bad friday,"['Cleanliness', 'Service', 'Price']"
0,usairways also great tweet complainer person help need robyn f manch useless,"['Punctuality', 'Seat', 'staff']"
0,usairways receiving long amp detailed complaint letter soon long story short never flying usair,"['Punctuality', 'Price', 'Cleanliness']"
0,usairways thanks making miss connection getting rebooked missing miserable day started day nothing,"['Punctuality', 'Price', 'staff']"
0,usairways need learn operation sit plane overnight gsp realize mech problem delay flight hour,"['staff', 'Punctuality', 'Price']"
0,usairways flight delayed amp closed door tell u would leaving hour half bad bad service,"['Service', 'Cleanliness', 'Price']"
0,usairways would give u option get plane instead sit hour half knew gate,"['Punctuality', 'Seat', 'Price']"
0,usairways overflowed armrest leg sprawled refund choice grossedout,"['Seat', 'Punctuality', 'staff']"
2,usairways appreciate prompt response,"['Service', 'Punctuality', 'staff']"
0,usairways nothing available male flight crew nice dismissive big guy standby probably even pay choice,"['Punctuality', 'Cleanliness', 'staff']"
0,usairways well told sitting plane hour option getting,"['staff', 'Punctuality', 'Service']"
0,usairways want hang plane day traveling get work done turn right back around unacceptable,"['staff', 'Punctuality', 'Price']"
0,usairways seem likely bc team failed scan bag lax recycle bagtag number help usairwaysfail,"['staff', 'Punctuality', 'Service']"
0,usairways complete waste day trip work turned sitting plane day ridiculous,"['staff', 'Cleanliness', 'Price']"
0,usairways given option get plane sit time longer actually flight,"['staff', 'Punctuality', 'Safety']"
0,usairways plane moving ice moving end runway sit lga one runway open,"['staff', 'Punctuality', 'Price']"
1,usairways course weather joke beat degree phl,"['staff', 'Punctuality', 'Price']"
0,usairways nothing available male flight crew nice dismissive big guy standby probably even pay,"['Punctuality', 'Cleanliness', 'Price']"
0,usairways setting lawsuit way sit plane hour half,"['staff', 'comfort', 'Cleanliness']"
2,usairways thks u phl fll overall st class improved food phl fll crew super,"['Food', 'staff', 'Safety']"
0,usairways want sit plane dca lga hour half longer flight,"['staff', 'Price', 'Punctuality']"
0,usairways unacceptable going day day sitting plane mention air,"['comfort', 'Cleanliness', 'Punctuality']"
0,usairways moving plane end runway u sit hour half even let u,"['staff', 'Punctuality', 'Price']"
0,usairways hi somebody avail help refund unbelievable phone w u hr day,"['staff', 'Punctuality', 'Service']"
0,usairways plus u airway need something left philly thaw http co pky zhnnrh,"['staff', 'Punctuality', 'comfort']"
0,usairways ordered scotch amp water f asked wanted full glass half yr old first time ever asked,"['Punctuality', 'Service', 'comfort']"
0,usairways yeah mark like mile back also hour late flight thanks ton great service today,"['Service', 'staff', 'Safety']"
0,usairways got drink f sat jump seat crossword glass picked landing lazy service first class,"['Service', 'staff', 'Punctuality']"
0,usairways paid choice seat choice big man next seat oldseatnocushion worstflight nohelponboard,"['staff', 'Safety', 'Punctuality']"
0,usairways first class snack basket catered drink preflight drink coathanging st drink service min take,"['staff', 'Service', 'Punctuality']"
0,usairways told u last night ground stop hare four hour obama landed stop blaming someone else,"['Punctuality', 'Service', 'Cleanliness']"
0,usairways delayed due frozentoilet medicalissue mechanicalissue dispatchissue heard letsgo,"['Service', 'Cleanliness', 'comfort']"
0,usairways able mean private conversation helping w luggage fit overhead,"['staff', 'Punctuality', 'Service']"
1,usairways trying make connection punta cana leave phl,"['staff', 'Price', 'Safety']"
0,usairways worst minute delay boston weather relate flightd going miss connecting flight gassing plane issue,"['Punctuality', 'Price', 'Cleanliness']"
0,usairways worst still left everyone missing connection,"['staff', 'Punctuality', 'Price']"
0,usairways today flight philadelphia little disappointing unnecessary delay even snowing fl,"['Price', 'staff', 'Punctuality']"
0,usairways trying book flight using mile straight day min phone still talked human,"['Punctuality', 'staff', 'Cleanliness']"
1,usairways help reroute trip,"['staff', 'Service', 'Punctuality']"
0,usairways gonna miss connecting flight delayed flying boston,"['staff', 'Price', 'Service']"
1,usairways americanair finalstretch chairman execplat mileagerun k needed suggestion letsgo,"['staff', 'Punctuality', 'Service']"
0,usairways flight waiting weight balance info past minute,"['staff', 'Punctuality', 'Cleanliness']"
2,usairways thank refunding baggage really appreciate,"['Baggage', 'staff', 'Safety']"
0,usairways thanks taking flight board providing update flight minute late flight,"['staff', 'Service', 'Safety']"
2,usairways americanair going miss u airway always provided great service never let,"['Service', 'staff', 'Punctuality']"
0,usairways never worse experience life http co ddqq gqni,"['staff', 'Service', 'Food']"
0,usairways rebooked cancelled flighting flight crew expired boarding unacceptable started delaying pm,"['Boarding', 'staff', 'Punctuality']"
0,usairways hr stranded dca zero apology worst customer service faithful traveler year,"['Service', 'Punctuality', 'staff']"
0,usairways response correct fact pilot failed keep passenger updated,"['Service', 'Punctuality', 'Price']"
0,usairways dca pm still due mechanical issue lack snack plane absolutely worse experience,"['staff', 'Price', 'comfort']"
0,usairways almost hour late flight due mechanical,"['staff', 'Punctuality', 'Safety']"
0,usairways never flying usairways horrible experience terrible customer service,"['staff', 'Cleanliness', 'Safety']"
1,usairways mobile boarding pas email,"['Service', 'comfort', 'staff']"
2,usairways sunday day away,"['staff', 'comfort', 'Cleanliness']"
1,usairways following,"['staff', 'comfort', 'Safety']"
0,usairways unacceptable knew pilot able complete trip wasted time,"['Punctuality', 'Price', 'staff']"
0,usairways three plane flight still left ground bad service sad,"['Service', 'Price', 'staff']"
0,usairways told offload captain hour terrible experience,"['Price', 'staff', 'Cleanliness']"
0,usairways loaded onto plane hour late flight mind made sit minute,"['staff', 'Service', 'Punctuality']"
